aday_id,yorunge_periyodu_gun,transit_suresi_saat,transit_derinligi_ppm,gezegen_yaricap_dunya,yildiz_sicakligi_K,yildiz_yaricap_gunes,denge_sicakligi_K,sinyal_gurultu_orani,yasanabilir_bolge,gercek_gezegen,durum
K04373.01,0.945829261,1.715,98.2,0.86,5959.0,0.859,1790.0,15.1,False,False,Yanlış Pozitif
K04436.01,0.973160836,0.864,138.3,1.22,6108.0,1.03,1932.0,9.8,False,False,Yanlış Pozitif
K04437.01,4.05943749,3.245,105.4,2.11,5051.0,1.655,1295.0,18.1,False,False,Yanlış Pozitif
K04438.01,6.39903778,3.15,186.6,6.54,5178.0,4.856,1780.0,24.1,False,False,Yanlış Pozitif
K04236.01,0.739761008,7.589,292.1,9.67,3417.0,0.35,839.0,34.7,False,False,Yanlış Pozitif
K04237.01,0.950735805,1.1434,175.1,1.39,6039.0,1.005,1908.0,17.1,False,False,Yanlış Pozitif
K04238.01,369.819993,20.232,1599.0,4.25,4806.0,0.839,201.0,42.1,False,False,Yanlış Pozitif
K04239.01,2.17815935,1.839,116.3,1.22,6258.0,1.098,1561.0,14.1,False,False,Yanlış Pozitif
K04308.01,0.720460644,1.7846,2111.5,37.33,6304.0,1.058,2240.0,117.2,False,False,Yanlış Pozitif
K04309.01,3.7948721,1.713,305.1,16.1,5883.0,0.793,1083.0,11.3,False,False,Yanlış Pozitif
K00612.03,122.0804953,4.054,799.9,2.92,5132.0,0.77,297.0,23.3,False,True,Gerçek Gezegen
K04375.01,0.638437699,0.3028,286.8,2.48,5073.0,0.824,1709.0,25.8,False,False,Yanlış Pozitif
K04376.01,1.8912851,6.182,1223.4,19.96,4700.0,0.707,1061.0,25.7,False,False,Yanlış Pozitif
K04378.01,343.42046,11.11,482.7,2.15,6115.0,0.967,270.0,10.0,True,False,Yanlış Pozitif
K07658.01,3.47148164,4.679,122.7,0.85,5297.0,0.716,970.0,9.5,False,False,Yanlış Pozitif
K04444.01,5.94373492,1.847,301.0,1.14,4391.0,0.682,674.0,13.2,False,True,Gerçek Gezegen
K04445.01,244.60373,10.87,769.8,2.1,5166.0,0.771,235.0,17.7,True,False,Yanlış Pozitif
K04446.01,85.7567919,5.695,159.1,2.99,5037.0,2.213,528.0,16.9,False,True,Gerçek Gezegen
K04447.01,2.18660188,1.585,122.3,0.98,4904.0,0.772,1099.0,14.2,False,True,Gerçek Gezegen
K04240.01,3.1339356,4.477,203.7,1.58,6137.0,1.018,1315.0,21.4,False,False,Yanlış Pozitif
K04241.01,2.55315031,1.849,185.3,1.25,5970.0,0.908,1312.0,15.4,False,True,Gerçek Gezegen
K02458.02,2.936587946,1.8952,279.6,1.77,5455.0,0.909,1190.0,20.1,False,True,Gerçek Gezegen
K04243.01,1.33254212,3.848,37.4,1.45,6613.0,2.237,2694.0,10.6,False,False,Yanlış Pozitif
K04310.01,10.7769944,2.616,185.6,1.15,5455.0,0.852,752.0,11.3,False,True,Gerçek Gezegen
K04311.01,0.918921494,0.9425,321.0,1.49,5655.0,0.833,1697.0,23.7,False,False,Yanlış Pozitif
K04312.01,7.84931877,3.747,68.2,0.81,5678.0,0.99,925.0,12.6,False,True,Gerçek Gezegen
K04313.01,67.7125988,1.538,542.4,82.63,6309.0,0.847,460.0,13.4,False,False,Yanlış Pozitif
K04314.01,12.4285576,13.98,620.1,2.22,5492.0,0.752,669.0,13.2,False,False,Yanlış Pozitif
K04379.01,1.275511306,1.889,69.3,0.84,5921.0,1.015,1739.0,10.3,False,False,Yanlış Pozitif
K04380.01,5.78159956,2.222,72.8,1.7,6443.0,1.884,1475.0,16.4,False,False,Yanlış Pozitif
K04381.01,8.4805019,8.345,164.9,1.26,5555.0,0.737,781.0,11.0,False,False,Yanlış Pozitif
K04382.01,2.94648935,3.155,57.0,0.89,6481.0,1.171,1497.0,12.7,False,True,Gerçek Gezegen
K04173.01,1.227986164,1.551,150.5,1.17,5746.0,0.931,1673.0,14.8,False,False,Yanlış Pozitif
K04174.01,2.11548883,4.008,169.5,1.29,5952.0,0.971,1426.0,17.6,False,False,Yanlış Pozitif
K07659.01,358.96247,23.49,670.8,2.37,5743.0,0.904,242.0,12.1,True,False,Yanlış Pozitif
K04175.01,2.17815196,2.445,245.0,1.09,5357.0,0.7,1139.0,17.9,False,False,Yanlış Pozitif
K04176.01,342.315407,12.476,719.7,3.15,6425.0,1.164,304.0,13.3,False,False,Yanlış Pozitif
K04177.01,1.089077224,2.705,152.7,1.0,5118.0,0.83,1458.0,18.7,False,False,Yanlış Pozitif
K04244.01,1.288066288,6.4616,10082.6,34.84,5233.0,0.639,1310.0,230.7,False,False,Yanlış Pozitif
K07663.01,2.31894284,5.321,66.5,0.87,5780.0,1.0,1375.0,13.6,False,False,Yanlış Pozitif
K04246.01,6.98472143,2.724,90.7,1.19,5839.0,1.227,1059.0,11.7,False,True,Gerçek Gezegen
K04248.01,0.562563871,1.591,34.6,0.69,6577.0,1.145,2626.0,16.4,False,False,Yanlış Pozitif
K04315.01,0.93373458,4.364,127.7,0.93,5335.0,0.804,1573.0,27.8,False,False,Yanlış Pozitif
K04316.01,1.33251948,3.733,233.7,1.64,5926.0,1.058,1751.0,17.7,False,False,Yanlış Pozitif
K04317.01,168.84663,9.75,215.1,1.45,5897.0,0.992,329.0,9.3,False,False,Yanlış Pozitif
K04319.01,160.4122022,4.92,2538.0,4.45,5269.0,0.727,270.0,24.4,False,False,Yanlış Pozitif
K04383.01,4.34195312,2.598,73.3,0.94,6164.0,1.09,1236.0,10.6,False,True,Gerçek Gezegen
K04384.01,122.358116,10.768,352.8,2.15,5998.0,1.139,407.0,12.2,False,True,Gerçek Gezegen
K04385.01,7.298142,3.024,370.5,1.6,5119.0,0.834,786.0,13.6,False,True,Gerçek Gezegen
K04386.01,18.5010898,3.179,421.1,1.62,5242.0,0.734,555.0,14.7,False,True,Gerçek Gezegen
K04179.01,0.569961046,1.446,44.2,1.04,5814.0,1.549,2743.0,18.9,False,False,Yanlış Pozitif
K04180.01,1.121634781,1.155,71.5,0.6,4518.0,0.72,1225.0,14.8,False,False,Yanlış Pozitif
K04181.01,1.33256979,3.293,104.2,0.97,6089.0,0.95,1692.0,18.4,False,False,Yanlış Pozitif
K04182.01,0.536650896,4.702,273.2,18.45,5819.0,0.881,2163.0,117.8,False,False,Yanlış Pozitif
K04249.01,397.73699,11.76,1131.5,3.05,5313.0,0.768,211.0,15.3,False,False,Yanlış Pozitif
K04250.01,2.17818699,2.686,115.8,1.03,5584.0,0.932,1347.0,15.4,False,False,Yanlış Pozitif
K02485.02,3.60082855,1.938,296.3,1.36,4838.0,0.796,927.0,17.9,False,True,Gerçek Gezegen
K04252.01,15.5714121,2.294,173.5,0.72,3872.0,0.557,399.0,13.0,False,True,Gerçek Gezegen
K02579.02,3.59645081,2.661,149.6,1.66,5887.0,1.235,1327.0,16.2,False,True,Gerçek Gezegen
K04320.01,20.6579443,8.798,98.2,1.27,5468.0,1.306,728.0,14.1,False,True,Gerçek Gezegen
K04321.01,0.760941405,1.773,186.6,1.18,5629.0,0.87,1817.0,15.2,False,False,Yanlış Pozitif
K07669.01,137.665706,3.732,536.9,15.41,4832.0,6.897,720.0,11.7,False,False,Yanlış Pozitif
K04322.01,370.90237,10.558,545.8,1.97,5835.0,0.847,238.0,14.7,True,False,Yanlış Pozitif
K04322.02,321.55087,5.863,397.0,1.68,5835.0,0.847,250.0,8.2,True,False,Yanlış Pozitif
K04387.01,1.54038914,1.683,71.8,0.84,5974.0,0.989,1638.0,9.1,False,False,Yanlış Pozitif
K04388.01,71.76236302,29.435,8591.9,25.76,5529.0,2.817,665.0,1134.3,False,False,Yanlış Pozitif
K02365.02,110.978266,11.312,150.2,1.86,5883.0,1.529,463.0,14.0,False,True,Gerçek Gezegen
K04183.01,0.952378454,3.892,43.8,1.46,6963.0,1.375,2528.0,17.4,False,False,Yanlış Pozitif
K04184.01,6.08003714,1.308,184.0,1.07,4991.0,0.804,808.0,17.7,False,True,Gerçek Gezegen
K04185.01,3.035206175,0.6182,696.9,3.59,5505.0,0.873,1143.0,19.1,False,True,Gerçek Gezegen
K07660.01,358.96844,21.71,807.8,2.7,6117.0,0.947,263.0,13.3,False,False,Yanlış Pozitif
K04186.01,2.21316437,3.874,116.1,0.95,5921.0,0.83,1374.0,27.9,False,False,Yanlış Pozitif
K04254.01,0.530967987,1.812,26.9,1.08,8473.0,2.052,4196.0,24.1,False,False,Yanlış Pozitif
K04255.01,6.30558387,2.619,193.1,2.52,4934.0,1.756,1125.0,9.5,False,True,Gerçek Gezegen
K04256.01,4.2058608,7.39,182.0,1.14,5590.0,0.839,1012.0,13.3,False,False,Yanlış Pozitif
K04324.01,8.4803326,5.918,35.6,1.35,6245.0,2.179,1390.0,11.0,False,False,Yanlış Pozitif
K04326.01,0.750744255,1.7921,170.6,17.07,6187.0,0.937,2074.0,50.4,False,False,Yanlış Pozitif
K04327.01,0.991659646,2.215,77.3,1.19,6117.0,1.244,2102.0,13.5,False,True,Gerçek Gezegen
K04392.01,118.609553,22.74,380.9,2.86,5017.0,0.792,299.0,13.1,False,False,Yanlış Pozitif
K04394.01,0.616386349,0.8136,79.4,2.94,5665.0,3.266,3552.0,21.9,False,False,Yanlış Pozitif
K04187.01,7.07162308,2.587,123.0,1.42,6313.0,1.259,1162.0,16.9,False,False,Yanlış Pozitif
K04188.01,6.96352699,3.192,68.1,1.4,6040.0,1.686,1298.0,17.4,False,True,Gerçek Gezegen
K04189.01,64.2729088,12.136,1213.9,5.38,6341.0,1.299,554.0,27.4,False,True,Gerçek Gezegen
K04190.01,3.4327371,4.001,63.2,0.75,5757.0,0.881,1134.0,15.3,False,True,Gerçek Gezegen
K04191.01,13.8452726,2.555,93.2,2.34,6845.0,2.324,1276.0,10.4,False,False,Yanlış Pozitif
K07695.01,0.687506554,1.441,130.3,8.73,4643.0,7.906,4748.0,14.4,False,False,Yanlış Pozitif
K04258.01,0.566801617,2.75,24.9,0.88,6287.0,1.693,3018.0,26.4,False,False,Yanlış Pozitif
K04260.01,371.63327,14.92,107.0,1.83,5802.0,1.59,316.0,15.2,True,False,Yanlış Pozitif
K04261.01,1.450889836,1.753,135.7,1.21,6046.0,1.023,1700.0,15.7,False,True,Gerçek Gezegen
K02485.03,5.72716067,2.23,310.9,1.4,4838.0,0.796,794.0,16.0,False,True,Gerçek Gezegen
K04328.01,407.59415,7.3,462.4,2.11,6198.0,0.974,266.0,7.7,True,False,Yanlış Pozitif
K04330.01,358.101884,6.393,114.0,0.95,5786.0,0.856,242.0,12.8,True,False,Yanlış Pozitif
K04397.01,0.447861451,0.8541,265.4,1.42,5901.0,0.848,2263.0,20.3,False,False,Yanlış Pozitif
K02842.03,3.036208739,0.9324,1820.5,1.4,3464.0,0.328,520.0,26.0,False,True,Gerçek Gezegen
K04192.01,18.0541469,4.587,283.1,1.51,5505.0,0.909,635.0,19.3,False,True,Gerçek Gezegen
K07689.01,1.01530474,8.7622,16445.2,64.77,6428.0,1.44,2324.0,1823.0,False,False,Yanlış Pozitif
K04193.01,94.180473,7.345,1104.4,4.17,6997.0,1.0,478.0,15.6,False,False,Yanlış Pozitif
K04194.01,1.538185321,1.683,277.2,1.29,5107.0,0.723,1234.0,15.2,False,True,Gerçek Gezegen
K04195.01,1.332567643,4.284,56.7,0.62,5687.0,0.79,1482.0,24.0,False,False,Yanlış Pozitif
K04262.01,1.089076495,2.274,43.7,0.75,6444.0,1.079,2016.0,15.3,False,False,Yanlış Pozitif
K04263.01,1.662710314,1.83,85.9,2.16,6028.0,2.244,2307.0,23.8,False,False,Yanlış Pozitif
K07696.01,472.071079,5.759,252.6,2.01,6186.0,1.253,268.0,6.4,True,False,Yanlış Pozitif
K04265.01,2.18242002,4.103,69.7,0.7,5808.0,0.786,1283.0,13.8,False,False,Yanlış Pozitif
K04266.01,0.503999678,0.5421,975.6,2.97,4898.0,0.568,1605.0,96.8,False,False,Yanlış Pozitif
K04332.01,2.66588544,5.004,167.0,0.98,4965.0,0.771,1041.0,17.2,False,False,Yanlış Pozitif
K04335.01,7.61758198,3.545,85.4,1.0,6202.0,1.072,1020.0,13.4,False,True,Gerçek Gezegen
K04336.01,41.477908,10.45,29.9,1.09,6935.0,1.918,849.0,9.6,False,False,Yanlış Pozitif
K04400.01,2.20923119,2.392,59.8,0.84,5991.0,1.092,1507.0,14.3,False,True,Gerçek Gezegen
K04401.01,260.54832,15.52,161.6,1.35,6412.0,1.04,318.0,10.2,True,False,Yanlış Pozitif
K04402.01,370.47678,15.69,656.2,2.37,6050.0,0.896,252.0,11.8,True,False,Yanlış Pozitif
K04403.01,5.88350251,2.556,217.7,1.27,5840.0,0.849,949.0,11.9,False,True,Gerçek Gezegen
K04196.01,0.662457501,1.527,64.1,8.3,6425.0,2.16,3295.0,13.5,False,False,Yanlış Pozitif
K04197.01,1.33258458,3.222,127.0,1.25,6384.0,1.086,1868.0,14.4,False,False,Yanlış Pozitif
K04199.01,0.539915033,1.1466,97.0,0.82,5102.0,0.837,1871.0,17.6,False,True,Gerçek Gezegen
K04200.01,372.54353,21.83,1106.0,74.14,5561.0,0.836,226.0,11.9,False,False,Yanlış Pozitif
K04267.01,2.20829637,2.841,87.9,1.36,6028.0,1.454,1709.0,12.0,False,True,Gerçek Gezegen
K04268.01,0.849906734,1.141,124.3,0.59,4296.0,0.505,1139.0,12.0,False,True,Gerçek Gezegen
K04269.01,26.6565737,4.954,163.4,4.15,5159.0,3.062,903.0,18.8,False,True,Gerçek Gezegen
K04270.01,373.72257,14.21,470.9,67.13,6004.0,1.008,262.0,9.6,False,False,Yanlış Pozitif
K04337.01,8.18504859,4.673,97.6,0.93,5984.0,0.906,892.0,12.5,False,True,Gerçek Gezegen
K04338.01,10.78438513,1.408,233.6,75.04,5575.0,3.515,1397.0,15.6,False,False,Yanlış Pozitif
K02585.02,10.42317343,2.341,71.2,1.07,5767.0,1.135,901.0,11.2,False,True,Gerçek Gezegen
K04339.01,0.566804221,4.639,166.0,0.85,5277.0,0.64,1737.0,31.0,False,False,Yanlış Pozitif
K04340.01,2.022658,3.343,135.7,1.15,6091.0,0.967,1482.0,17.4,False,False,Yanlış Pozitif
K04404.01,316.57747,14.64,269.1,1.47,5822.0,0.898,255.0,10.2,True,False,Yanlış Pozitif
K04406.01,0.519437968,2.129,226.2,20.48,6181.0,1.006,2402.0,25.4,False,False,Yanlış Pozitif
K04408.01,1.105095798,2.624,141.7,0.89,5296.0,0.752,1445.0,17.4,False,False,Yanlış Pozitif
K04201.01,245.01902,8.56,375.9,1.98,6167.0,1.01,310.0,10.1,True,False,Yanlış Pozitif
K04202.01,153.979362,9.028,792.5,2.53,5858.0,0.903,330.0,16.1,False,True,Gerçek Gezegen
K07684.01,10.2239787,1.814,213.5,24.43,4673.0,16.823,2364.0,6.5,False,False,Yanlış Pozitif
K02433.03,56.4148314,8.075,480.1,2.9,6325.0,1.112,535.0,16.4,False,True,Gerçek Gezegen
K04203.01,2.18079098,12.13,83.2,3.29,6911.0,3.339,2767.0,69.3,False,False,Yanlış Pozitif
K04204.01,20.9254083,6.783,109.0,1.26,5821.0,1.21,729.0,15.5,False,True,Gerçek Gezegen
K02498.02,13.0600399,2.851,106.8,0.8,5168.0,0.769,630.0,12.5,False,True,Gerçek Gezegen
K04271.01,0.641069613,1.033,78.6,0.86,6077.0,0.961,2196.0,10.5,False,False,Yanlış Pozitif
K07690.01,2.2430415,3.63,101.1,0.89,5897.0,0.891,1344.0,8.1,False,False,Yanlış Pozitif
K04272.01,1.21475168,6.93,266.1,5.5,6732.0,3.276,3302.0,7.9,False,False,Yanlış Pozitif
K04617.01,27.4784659,7.5,83.2,1.52,5432.0,1.707,736.0,12.3,False,True,Gerçek Gezegen
K04618.01,244.86662,10.56,289.5,1.46,5821.0,0.848,273.0,9.7,True,False,Yanlış Pozitif
K07697.01,1.30627214,5.144,95.4,0.87,5513.0,0.862,1490.0,10.3,False,False,Yanlış Pozitif
K04619.01,62.366706,4.32,95.4,1.88,6749.0,1.9,698.0,7.1,False,False,Yanlış Pozitif
K04620.01,0.933732791,3.056,96.9,0.9,5496.0,0.927,1773.0,13.8,False,False,Yanlış Pozitif
K04621.01,53.106597,2.914,82.4,2.2,7217.0,2.343,860.0,7.3,False,False,Yanlış Pozitif
K04690.01,360.15417,12.806,790.6,2.99,6065.0,1.061,270.0,11.1,False,False,Yanlış Pozitif
K04692.01,1.42856815,2.132,59.5,0.64,5979.0,0.822,1547.0,11.8,False,False,Yanlış Pozitif
K00806.04,381.850599,4.772,1702.0,3.59,5485.0,0.867,222.0,13.8,False,False,Yanlış Pozitif
K03194.01,10.81315417,1.275,80.3,1.46,6380.0,1.46,1045.0,16.6,False,False,Yanlış Pozitif
K04479.01,359.08368,15.67,618.7,29.15,6256.0,0.932,268.0,10.8,False,False,Yanlış Pozitif
K04481.01,3.74784374,3.658,116.5,1.08,6122.0,0.996,1226.0,12.8,False,False,Yanlış Pozitif
K04483.01,1.71028117,2.61,111.6,0.91,5910.0,0.855,1454.0,13.8,False,False,Yanlış Pozitif
K04550.01,140.251943,6.576,567.7,1.84,4821.0,0.788,271.0,11.9,True,True,Gerçek Gezegen
K07691.01,0.570828503,0.915,174.4,0.54,3585.0,0.388,986.0,13.9,False,False,Yanlış Pozitif
K04552.01,134.4665,5.27,1032.0,2.48,4891.0,0.791,280.0,6.7,True,False,Yanlış Pozitif
K04553.01,0.909314811,2.2053,40.5,0.99,6508.0,1.447,2503.0,30.2,False,False,Yanlış Pozitif
K04622.01,207.24785,6.159,809.2,1.56,4339.0,0.553,189.0,13.2,False,True,Gerçek Gezegen
K04623.01,186.55347,13.57,334.5,1.86,6187.0,1.006,341.0,11.0,False,False,Yanlış Pozitif
K03179.01,5.99078221,1.699,69.9,1.03,5721.0,0.972,987.0,8.6,False,True,Gerçek Gezegen
K04624.01,14.0801852,3.402,90.7,1.04,5984.0,1.089,798.0,6.9,False,False,Yanlış Pozitif
K04625.01,2.440839436,0.968,509.5,21.29,4803.0,0.698,986.0,14.4,False,True,Gerçek Gezegen
K04693.01,23.6223571,6.852,57.0,1.07,6144.0,1.393,797.0,11.4,False,True,Gerçek Gezegen
K04695.01,3.28931936,1.921,166.0,50.51,6335.0,1.072,1364.0,11.1,False,False,Yanlış Pozitif
K04696.01,1.08195208,4.807,33.6,0.47,5233.0,0.824,1526.0,12.4,False,False,Yanlış Pozitif
K04697.01,0.512583041,1.498,114.3,1.07,6077.0,0.999,2363.0,17.1,False,False,Yanlış Pozitif
K04484.01,2.29794819,2.84,83.2,0.98,6371.0,1.072,1547.0,12.2,False,True,Gerçek Gezegen
K04485.01,368.11581,13.52,476.2,2.11,6122.0,0.964,263.0,11.2,True,False,Yanlış Pozitif
K04486.01,368.52466,11.9,680.3,3.05,6343.0,1.137,288.0,14.0,False,False,Yanlış Pozitif
K03158.02,4.54586982,1.756,76.5,0.65,5051.0,0.721,868.0,24.4,False,True,Gerçek Gezegen
K03164.01,0.542498653,4.257,54.9,2.25,8711.0,2.954,5157.0,19.8,False,False,Yanlış Pozitif
K04556.01,21.5819776,13.734,47.6,0.91,5601.0,1.342,746.0,17.3,False,False,Yanlış Pozitif
K04628.01,3.08723626,2.615,101.9,1.2,6418.0,1.171,1451.0,12.1,False,False,Yanlış Pozitif
K04629.01,0.592562969,3.0869,1546.4,25.97,5728.0,0.804,1967.0,100.4,False,False,Yanlış Pozitif
K04701.01,31.97181,12.277,117.4,0.95,5632.0,0.853,521.0,11.1,False,False,Yanlış Pozitif
K04702.01,5.81289843,3.979,76.3,0.93,6175.0,1.041,1102.0,9.5,False,False,Yanlış Pozitif
K04488.01,6.44173995,1.635,107.7,1.41,6088.0,1.339,1175.0,10.5,False,False,Yanlış Pozitif
K04489.01,0.631106722,0.9942,49.2,0.63,5400.0,0.898,1945.0,17.6,False,False,Yanlış Pozitif
K04490.01,176.17377,14.58,349.9,1.76,5957.0,0.937,323.0,8.2,False,False,Yanlış Pozitif
K04491.01,114.336052,14.077,239.8,2.09,5802.0,1.316,429.0,13.0,False,True,Gerçek Gezegen
K04492.01,0.63938062,1.2067,308.0,51.53,6607.0,1.204,2566.0,97.5,False,False,Yanlış Pozitif
K04559.01,0.566801045,1.7499,188.3,1.42,6106.0,0.982,2348.0,34.9,False,False,Yanlış Pozitif
K04560.01,0.992799002,3.4878,1653.0,40.12,6217.0,0.989,1933.0,97.8,False,False,Yanlış Pozitif
K04561.01,1.5184181,2.842,196.8,1.85,6302.0,1.269,1926.0,15.9,False,True,Gerçek Gezegen
K04562.01,0.96807117,1.677,104.8,0.72,5367.0,0.687,1487.0,15.4,False,False,Yanlış Pozitif
K04631.01,3.55661906,5.396,23.3,0.72,6018.0,1.458,1518.0,11.4,False,False,Yanlış Pozitif
K07692.01,0.56256804,1.686,4.5,0.63,9005.0,2.773,5127.0,11.8,False,False,Yanlış Pozitif
K03182.01,8.79991878,41.564,869.1,224.56,8092.0,3.267,1979.0,236.1,False,False,Yanlış Pozitif
K04703.01,349.03703,4.76,777.0,2.27,5583.0,0.824,231.0,11.6,True,False,Yanlış Pozitif
K04704.01,177.8135,9.76,417.7,1.83,5822.0,0.898,310.0,8.8,True,False,Yanlış Pozitif
K04706.01,101.952048,5.991,152.5,1.31,6210.0,1.054,428.0,10.3,False,True,Gerçek Gezegen
K04493.01,2.41795911,2.727,100.5,0.53,4623.0,0.534,878.0,10.1,False,False,Yanlış Pozitif
K04494.01,183.854867,14.996,520.6,2.4,6225.0,1.031,345.0,10.8,False,False,Yanlış Pozitif
K00701.05,12.4418003,3.572,78.4,0.57,4926.0,0.662,576.0,11.4,False,True,Gerçek Gezegen
K04564.01,293.60581,11.07,165.3,1.37,6167.0,1.064,295.0,8.4,True,False,Yanlış Pozitif
K04565.01,2.78801663,17.354,14.0,0.91,7523.0,2.206,2287.0,21.8,False,False,Yanlış Pozitif
K04566.01,3.94660745,2.705,309.4,1.4,5376.0,0.806,981.0,12.7,False,True,Gerçek Gezegen
K04635.01,4.99473798,3.05,99.5,0.82,5406.0,0.819,917.0,17.5,False,False,Yanlış Pozitif
K04638.01,368.48518,11.26,301.8,1.98,6140.0,1.096,283.0,13.7,True,False,Yanlış Pozitif
K04639.01,169.894419,2.525,178.7,2.66,6382.0,1.961,492.0,6.3,False,False,Yanlış Pozitif
K04707.01,26.190289,2.148,51.8,1.05,6434.0,1.441,793.0,9.3,False,False,Yanlış Pozitif
K04708.01,203.511886,3.671,167.1,2.07,6967.0,1.565,442.0,9.3,False,False,Yanlış Pozitif
K03158.03,6.18943952,2.3316,83.2,0.65,5051.0,0.721,783.0,26.8,False,True,Gerçek Gezegen
K04500.01,8.70179611,3.048,304.1,1.37,5295.0,0.8,750.0,11.8,False,True,Gerçek Gezegen
K04568.01,0.933747395,4.798,30.9,1.24,5574.0,2.174,2596.0,26.7,False,False,Yanlış Pozitif
K07682.01,58.873429,17.487,226471.0,76.18,7078.0,1.568,679.0,106.8,False,False,Yanlış Pozitif
K04569.01,14.1166583,9.12,449.3,238.66,6526.0,2.238,1205.0,5.9,False,False,Yanlış Pozitif
K04571.01,47.3128645,11.444,217.4,3.71,5749.0,1.876,658.0,17.6,False,True,Gerçek Gezegen
K04639.02,29.6990126,1.849,93.3,1.93,6382.0,1.961,880.0,7.4,False,False,Yanlış Pozitif
K04640.01,6.1082945,3.493,61.1,1.06,6720.0,1.289,1267.0,10.8,False,True,Gerçek Gezegen
K04641.01,119.72007,9.48,115.6,1.26,5963.0,1.176,410.0,9.0,False,False,Yanlış Pozitif
K04642.01,1.27839331,6.343,19.5,0.86,7758.0,1.918,2853.0,15.2,False,False,Yanlış Pozitif
K03184.01,7.545922037,4.0329,22.2,0.68,5788.0,1.376,1084.0,13.4,False,True,Gerçek Gezegen
K04722.01,0.58675746,1.508,143.8,19.91,5942.0,0.938,2157.0,18.4,False,False,Yanlış Pozitif
K04723.01,373.74856,28.18,797.8,4.45,6343.0,1.137,287.0,12.6,False,False,Yanlış Pozitif
K04724.01,20.8822079,4.556,1107.0,3.63,5780.0,1.0,661.0,11.0,False,False,Yanlış Pozitif
K04725.01,7.28171395,1.723,111.6,2.59,4970.0,1.806,1086.0,14.4,False,True,Gerçek Gezegen
K04726.01,8.0386699,3.549,142.0,1.18,6018.0,0.975,926.0,11.6,False,False,Yanlış Pozitif
K04500.02,44.9851885,4.164,617.8,2.09,5295.0,0.8,433.0,12.7,False,True,Gerçek Gezegen
K04501.01,6.67410577,3.645,160.9,1.62,5949.0,1.041,1022.0,12.6,False,False,Yanlış Pozitif
K04502.01,374.92478,18.05,610.0,1.67,4407.0,0.69,171.0,6.0,False,False,Yanlış Pozitif
K04572.01,4.60690612,4.176,137.5,0.9,5529.0,0.775,950.0,13.3,False,False,Yanlış Pozitif
K04573.01,1.50178705,2.936,86.7,0.93,5964.0,0.987,1617.0,13.4,False,False,Yanlış Pozitif
K03167.01,0.499664962,1.6123,34.3,0.5,5570.0,0.855,2056.0,31.6,False,False,Yanlış Pozitif
K04574.01,17.4453935,6.39,501.7,32.01,6260.0,1.063,770.0,16.4,False,False,Yanlış Pozitif
K04645.01,1.4725859,2.953,84.4,0.93,6077.0,0.999,1662.0,13.3,False,False,Yanlış Pozitif
K04646.01,2.97607935,4.606,130.4,1.1,5547.0,0.865,1144.0,14.1,False,False,Yanlış Pozitif
K04712.01,1.44438449,2.704,75.4,1.08,6667.0,1.213,1980.0,10.8,False,False,Yanlış Pozitif
K03158.04,7.74347801,2.7878,77.8,0.62,5051.0,0.721,727.0,24.4,False,True,Gerçek Gezegen
K04506.01,5.60473115,2.885,210.0,1.11,5401.0,0.777,866.0,11.9,False,True,Gerçek Gezegen
K04507.01,132.778041,5.624,9036.0,10.38,5780.0,1.0,357.0,10.6,False,False,Yanlış Pozitif
K04576.01,184.568,13.09,409.9,1.53,5680.0,0.75,282.0,10.2,True,False,Yanlış Pozitif
K04578.01,2.48882685,3.487,80.2,1.05,6246.0,1.092,1477.0,14.2,False,False,Yanlış Pozitif
K04579.01,367.19796,15.92,146.1,1.08,6054.0,0.889,253.0,10.7,True,False,Yanlış Pozitif
K04648.01,17.6604653,2.837,309.2,1.76,5910.0,0.94,690.0,11.3,False,False,Yanlış Pozitif
K04650.01,1.69999106,3.289,95.6,0.55,4289.0,0.554,934.0,10.6,False,False,Yanlış Pozitif
K04652.01,4.2059745,8.006,41.2,0.75,5960.0,1.163,1263.0,7.7,False,False,Yanlış Pozitif
K04718.01,0.566803216,3.325,20.2,0.54,6473.0,1.182,2642.0,15.5,False,False,Yanlış Pozitif
K04719.01,365.13981,4.46,531.0,1.86,5610.0,0.815,228.0,7.9,True,False,Yanlış Pozitif
K04720.01,37.809539,7.547,487.4,1.79,5595.0,0.82,483.0,9.7,False,False,Yanlış Pozitif
K04721.01,381.18654,9.73,985.0,2.29,4977.0,0.734,193.0,9.0,False,False,Yanlış Pozitif
K04510.01,5.17624997,5.261,78.7,1.31,5578.0,1.497,1243.0,13.4,False,True,Gerçek Gezegen
K04511.01,370.62071,12.58,344.3,2.12,6432.0,1.136,295.0,10.5,True,False,Yanlış Pozitif
K04512.01,0.589458602,0.8278,158.4,0.98,5286.0,0.776,1848.0,17.3,False,False,Yanlış Pozitif
K04513.01,3.91794676,2.549,116.5,0.94,5500.0,0.87,1030.0,13.5,False,True,Gerçek Gezegen
K04584.01,0.614701901,0.947,131.6,0.82,4954.0,0.724,1656.0,11.2,False,False,Yanlış Pozitif
K03185.01,0.934181579,3.943,12.1,0.79,7624.0,2.152,3268.0,19.8,False,False,Yanlış Pozitif
K04654.01,379.65261,19.04,82.3,1.2,6471.0,1.302,330.0,8.0,False,False,Yanlış Pozitif
